country,year,iso_code,population,gdp,energy_per_gdp,primary_energy_consumption,electricity_generation,energy_per_capita,greenhouse_gas_emissions,fossil_fuel_consumption,renewables_consumption,renewables_share_energy,decade
Ireland,2015,IRL,4665764.0,254793482240.0,0.683,173.913,28.1,37274.281,12.35,151.093,22.82,13.121,Década 2010
Ireland,2016,IRL,4715791.0,268695470080.0,0.676,181.641,30.23,38517.676,13.49,159.873,21.769,11.984,Década 2010
Ireland,2017,IRL,4771860.0,290581577728.0,0.628,182.408,30.66,38225.68,12.65,156.516,25.892,14.194,Década 2010
Ireland,2018,IRL,4834506.0,314321666048.0,0.593,186.485,30.9,38573.797,11.7,157.237,29.248,15.684,Década 2010
Israel,2000,ISR,6116955.0,159558369280.0,1.425,227.372,40.1,37170.773,28.08,227.28,0.092,0.04,Década 2000
Israel,2001,ISR,6237984.0,159187451904.0,1.427,227.213,41.32,36424.156,29.31,227.155,0.059,0.026,Década 2000
Israel,2002,ISR,6356697.0,158357520384.0,1.464,231.783,42.77,36462.848,29.55,231.573,0.211,0.091,Década 2000
Israel,2003,ISR,6475917.0,159601999872.0,1.496,238.837,44.22,36880.75,30.55,238.592,0.245,0.102,Década 2000
Israel,2004,ISR,6595990.0,167111835648.0,1.458,243.589,44.45,36929.898,30.71,243.354,0.236,0.097,Década 2000
Israel,2005,ISR,6714119.0,173480329216.0,1.411,244.788,45.69,36458.637,30.73,244.494,0.293,0.12,Década 2000
Israel,2006,ISR,6832082.0,182781509632.0,1.347,246.153,47.52,36028.926,31.97,245.982,0.171,0.069,Década 2000
Israel,2007,ISR,6952007.0,193502150656.0,1.319,255.315,50.56,36725.434,32.89,255.159,0.157,0.061,Década 2000
Israel,2008,ISR,7074530.0,198668206080.0,1.323,262.745,53.38,37139.566,34.06,262.56,0.185,0.07,Década 2000
Israel,2009,ISR,7199704.0,200768798720.0,1.272,255.308,54.74,35460.906,34.83,254.916,0.392,0.154,Década 2000
Israel,2010,ISR,7328439.0,211431161856.0,1.256,265.509,58.55,36229.891,36.58,264.898,0.61,0.23,Década 2010
Israel,2011,ISR,7459750.0,221407084544.0,1.222,270.48,59.6,36258.531,36.69,269.484,0.995,0.368,Década 2010
Israel,2012,ISR,7592099.0,226681126912.0,1.248,282.94,63.01,37267.684,38.67,281.452,1.488,0.526,Década 2010
Israel,2013,ISR,7726675.0,236605734912.0,1.132,267.764,61.34,34654.492,36.88,266.119,1.645,0.614,Década 2010
Israel,2014,ISR,7863849.0,244088406016.0,1.07,261.285,60.86,33226.094,35.92,258.536,2.749,1.052,Década 2010
Israel,2015,ISR,8007777.0,250204356608.0,1.102,275.679,64.24,34426.469,37.33,271.956,3.723,1.35,Década 2010
Israel,2016,ISR,8159015.0,260228481024.0,1.081,281.284,67.03,34475.207,38.68,276.106,5.178,1.841,Década 2010
Israel,2017,ISR,8309256.0,269531643904.0,1.065,286.979,67.6,34537.309,38.95,281.705,5.275,1.838,Década 2010
Israel,2018,ISR,8456487.0,278806233088.0,1.046,291.692,68.87,34493.293,39.52,285.869,5.823,1.996,Década 2010
Italy,2000,ITA,56966400.0,1863750516736.0,1.126,2099.285,269.15,36851.285,136.24,1949.068,150.217,7.156,Década 2000
Italy,2001,ITA,56994992.0,1910079750144.0,1.098,2097.537,271.08,36802.125,135.36,1937.946,159.591,7.609,Década 2000
Italy,2002,ITA,57107576.0,1928259829760.0,1.08,2083.352,276.76,36481.184,145.06,1942.135,141.217,6.778,Década 2000
Italy,2003,ITA,57425176.0,1944748163072.0,1.105,2149.784,285.38,37436.27,148.87,2013.508,136.277,6.339,Década 2000
Italy,2004,ITA,57860664.0,1989364940800.0,1.105,2197.52,294.83,37979.512,149.08,2038.851,158.669,7.22,Década 2000
Italy,2005,ITA,58199876.0,2022361923584.0,1.088,2200.25,295.72,37805.059,149.15,2058.696,141.554,6.434,Década 2000
Italy,2006,ITA,58429904.0,2077408362496.0,1.054,2190.067,306.67,37481.961,153.63,2042.676,147.391,6.73,Década 2000
Italy,2007,ITA,58778480.0,2122822582272.0,1.012,2148.299,307.21,36549.078,152.92,2010.122,138.178,6.432,Década 2000
Italy,2008,ITA,59224228.0,2115287121920.0,0.998,2111.905,312.5,35659.477,149.57,1938.828,173.077,8.195,Década 2000
Italy,2009,ITA,59562844.0,2013344956416.0,0.979,1971.705,287.58,33102.941,129.87,1762.991,208.715,10.586,Década 2000
Italy,2010,ITA,59822452.0,2061694140416.0,0.988,2036.733,297.91,34046.293,131.12,1803.918,232.815,11.431,Década 2010
Italy,2011,ITA,60025952.0,2088117207040.0,0.957,1997.912,299.74,33284.145,131.18,1749.311,248.601,12.443,Década 2010
Italy,2012,ITA,60190152.0,2029244776448.0,0.958,1943.877,296.48,32295.604,126.9,1668.513,275.365,14.166,Década 2010
Italy,2013,ITA,60312600.0,1994213294080.0,0.932,1858.6,287.07,30816.119,111.71,1531.288,327.312,17.611,Década 2010
Italy,2014,ITA,60322792.0,1996478611456.0,0.883,1762.32,277.44,29214.832,102.45,1414.442,347.878,19.74,Década 2010
Italy,2015,ITA,60232908.0,2012113928192.0,0.902,1814.766,280.95,30129.141,109.38,1496.994,317.772,17.51,Década 2010
Italy,2016,ITA,60118628.0,2026955079680.0,0.899,1821.932,287.2,30305.607,110.21,1507.98,313.951,17.232,Década 2010
Italy,2017,ITA,60004024.0,2060761825280.0,0.894,1843.121,293.33,30716.617,114.0,1541.387,301.734,16.371,Década 2010
Italy,2018,ITA,59877432.0,2077209133056.0,0.892,1853.64,287.39,30957.242,104.59,1525.036,328.604,17.727,Década 2010
Japan,2000,JPN,126803864.0,4215551819776.0,1.481,6242.476,988.4,49229.383,392.05,5035.611,301.353,4.827,Década 2000
Japan,2001,JPN,127065736.0,4230083772416.0,1.462,6183.373,970.17,48662.785,384.56,4988.117,291.63,4.716,Década 2000
Japan,2002,JPN,127301744.0,4232499429376.0,1.463,6192.44,986.56,48643.801,413.82,5021.025,291.208,4.703,Década 2000
Japan,2003,JPN,127502352.0,4294503825408.0,1.437,6170.211,975.95,48392.922,433.48,5200.919,328.998,5.332,Década 2000
Japan,2004,JPN,127671288.0,4386537340928.0,1.423,6241.509,1004.65,48887.336,428.31,5122.87,328.158,5.258,Década 2000
Japan,2005,JPN,127798376.0,4456733736960.0,1.405,6263.036,1015.16,49007.164,441.07,5157.83,300.02,4.79,Década 2000
Japan,2006,JPN,127902168.0,4517298438144.0,1.383,6248.704,1032.38,48855.34,432.1,5086.065,331.792,5.31,Década 2000
Japan,2007,JPN,128006424.0,4589238091776.0,1.347,6181.806,1073.51,48292.938,482.15,5130.279,294.473,4.764,Década 2000
Japan,2008,JPN,128077632.0,4536234147840.0,1.339,6073.238,1005.92,47418.41,451.09,5100.908,293.497,4.833,Década 2000
Japan,2009,JPN,128117040.0,4287889670144.0,1.292,5541.613,977.19,43254.305,412.1,4527.235,278.349,5.023,Década 2000
Japan,2010,JPN,128105432.0,4464955621376.0,1.323,5907.574,1082.17,46114.938,465.09,4790.777,338.129,5.724,Década 2010
Japan,2011,JPN,128007256.0,4456991162368.0,1.255,5595.579,1046.98,43712.98,510.05,4841.036,323.242,5.777,Década 2010
Japan,2012,JPN,127853688.0,4523675353088.0,1.227,5552.538,1046.6,43428.844,603.25,5189.08,316.12,5.693,Década 2010
Japan,2013,JPN,127678920.0,4614146490368.0,1.195,5512.085,1029.79,43171.461,593.55,5133.329,340.565,6.179,Década 2010
Japan,2014,JPN,127476728.0,4629616132096.0,1.16,5372.656,1028.71,42146.168,583.07,4996.624,376.032,6.999,Década 2010
Japan,2015,JPN,127250936.0,4685428162560.0,1.13,5296.524,1004.81,41622.672,557.02,4853.515,431.317,8.143,Década 2010
Japan,2016,JPN,126993856.0,4732216672256.0,1.105,5228.627,1004.97,41172.285,547.37,4761.283,421.931,8.07,Década 2010
Japan,2017,JPN,126662464.0,4844015321088.0,1.093,5292.342,1008.99,41783.035,529.22,4755.587,462.508,8.739,Década 2010
Japan,2018,JPN,126255872.0,4867010592768.0,1.082,5264.132,1012.06,41694.16,514.53,4643.376,496.084,9.424,Década 2010
Kazakhstan,2000,KAZ,15236256.0,142758051840.0,2.59,369.747,51.64,24267.602,34.2,347.478,22.269,6.023,Década 2000
Kazakhstan,2001,KAZ,15281288.0,162896068608.0,2.555,416.192,55.38,27235.379,36.76,392.451,23.741,5.704,Década 2000
Kazakhstan,2002,KAZ,15338962.0,179806994432.0,2.358,423.944,58.33,27638.352,38.32,397.997,25.947,6.12,Década 2000
Kazakhstan,2003,KAZ,15416709.0,197584060416.0,2.352,464.691,63.86,30142.02,42.94,439.678,25.012,5.383,Década 2000
Kazakhstan,2004,KAZ,15521921.0,217713229824.0,2.268,493.803,66.95,31813.24,45.98,470.586,23.217,4.702,Década 2000
Kazakhstan,2005,KAZ,15656255.0,240091856896.0,2.114,507.509,67.92,32415.734,46.73,485.014,22.495,4.432,Década 2000
Kazakhstan,2006,KAZ,15822751.0,267206115328.0,2.044,546.162,71.66,34517.496,49.15,524.058,22.103,4.047,Década 2000
Kazakhstan,2007,KAZ,16006138.0,292533534720.0,2.069,605.149,76.62,37807.301,53.81,582.043,23.106,3.818,Década 2000
Kazakhstan,2008,KAZ,16196521.0,303795863552.0,2.101,638.147,80.35,39400.227,56.87,617.184,20.963,3.285,Década 2000
Kazakhstan,2009,KAZ,16402365.0,309091467264.0,1.853,572.664,78.73,34913.5,54.74,553.453,19.211,3.355,Década 2000
Kazakhstan,2010,KAZ,16627839.0,333426884608.0,1.843,614.388,82.65,36949.332,58.88,592.122,22.266,3.624,Década 2010
Kazakhstan,2011,KAZ,16864920.0,360338718720.0,1.935,697.246,86.58,41342.988,62.04,675.498,21.748,3.119,Década 2010
Kazakhstan,2012,KAZ,17102868.0,378347749376.0,1.938,733.17,90.62,42868.23,63.31,712.221,20.948,2.857,Década 2010
Kazakhstan,2013,KAZ,17345734.0,401054334976.0,1.836,736.464,92.61,42457.91,64.67,715.38,21.084,2.863,Década 2010
Kazakhstan,2014,KAZ,17592296.0,418303442944.0,1.848,773.146,94.64,43947.973,64.89,750.722,22.424,2.9,Década 2010
Kazakhstan,2015,KAZ,17835908.0,423317831680.0,1.517,642.193,91.65,36005.641,61.67,616.751,25.442,3.962,Década 2010
Kazakhstan,2016,KAZ,18078558.0,427912429568.0,1.686,721.457,94.63,39906.781,61.38,689.369,32.088,4.448,Década 2010
Kazakhstan,2017,KAZ,18314822.0,445456809984.0,1.744,776.676,103.12,42406.988,68.01,745.685,30.991,3.99,Década 2010
Kazakhstan,2018,KAZ,18538100.0,463720546304.0,1.732,803.081,107.27,43320.578,72.18,774.227,28.854,3.593,Década 2010
Latvia,2000,LVA,2392536.0,26780788736.0,1.41,37.754,4.14,15779.984,0.75,29.404,8.351,22.118,Década 2000
Latvia,2001,LVA,2359255.0,28293371904.0,1.437,40.664,4.27,17236.137,0.81,32.323,8.341,20.512,Década 2000
Latvia,2002,LVA,2326150.0,30072958976.0,1.364,41.022,3.97,17635.336,0.83,33.766,7.256,17.688,Década 2000
Latvia,2003,LVA,2294342.0,32361883648.0,1.252,40.519,3.97,17660.322,0.87,33.731,6.787,16.751,Década 2000
Latvia,2004,LVA,2263453.0,34792599552.0,1.309,45.556,4.69,20126.611,0.82,36.334,9.222,20.242,Década 2000
Latvia,2005,LVA,2233165.0,38221836288.0,1.229,46.958,4.92,21027.428,0.83,37.135,9.823,20.919,Década 2000
Latvia,2006,LVA,2203917.0,42441265152.0,1.05,44.543,4.89,20211.02,1.1,36.563,7.98,17.916,Década 2000
Latvia,2007,LVA,2176059.0,46307684352.0,0.992,45.926,4.76,21105.199,1.03,37.894,8.032,17.49,Década 2000
Latvia,2008,LVA,2150411.0,44298825728.0,1.044,46.243,5.27,21504.193,1.09,37.179,9.064,19.6,Década 2000
Latvia,2009,LVA,2126268.0,37661278208.0,1.164,43.821,5.57,20609.242,1.07,33.829,9.992,22.802,Década 2000
Latvia,2010,LVA,2101537.0,35958493184.0,1.381,49.67,6.63,23635.057,1.57,39.241,10.429,20.997,Década 2010
Latvia,2011,LVA,2076974.0,37962579968.0,1.168,44.336,6.09,21346.463,1.57,35.508,8.828,19.912,Década 2010
Latvia,2012,LVA,2053635.0,39482474496.0,1.164,45.963,6.17,22381.162,1.17,34.352,11.61,25.26,Década 2010
Latvia,2013,LVA,2031491.0,40519245824.0,1.092,44.237,6.2,21775.469,1.5,34.124,10.113,22.861,Década 2010
Latvia,2014,LVA,2011040.0,41379799040.0,0.985,40.747,5.14,20261.896,1.35,32.656,8.092,19.858,Década 2010
Latvia,2015,LVA,1991951.0,42500100096.0,0.982,41.746,5.54,20957.162,1.57,33.579,8.166,19.562,Década 2010
Latvia,2016,LVA,1973477.0,43297222656.0,1.028,44.499,6.42,22548.604,1.69,34.605,9.895,22.236,Década 2010
Latvia,2017,LVA,1954861.0,44937031680.0,1.09,48.978,7.53,25054.545,1.33,33.823,15.155,30.942,Década 2010
Latvia,2018,LVA,1935632.0,46862479360.0,0.93,43.564,6.72,22506.594,1.87,33.352,10.213,23.443,Década 2010
Lithuania,2000,LTU,3599639.0,37788340224.0,2.065,78.034,11.03,21678.389,1.36,53.142,1.003,1.286,Década 2000
Lithuania,2001,LTU,3560145.0,40252133376.0,2.267,91.266,14.29,25635.498,1.57,58.273,0.963,1.055,Década 2000
Lithuania,2002,LTU,3515799.0,42971131904.0,2.267,97.401,17.15,27703.938,1.6,56.747,1.044,1.072,Década 2000
Lithuania,2003,LTU,3469683.0,47492665344.0,2.151,102.134,18.66,29436.242,1.66,58.078,0.965,0.945,Década 2000
Lithuania,2004,LTU,3422593.0,50600710144.0,2.033,102.863,18.58,30054.08,1.76,59.859,1.245,1.21,Década 2000
Lithuania,2005,LTU,3373536.0,54504800256.0,1.722,93.843,14.22,27817.504,1.89,64.082,1.356,1.445,Década 2000
Lithuania,2006,LTU,3322937.0,58536325120.0,1.531,89.617,11.87,26969.346,1.55,64.523,1.473,1.643,Década 2000
Lithuania,2007,LTU,3272416.0,65020497920.0,1.509,98.104,13.23,29979.059,1.61,69.145,2.279,2.323,Década 2000
Lithuania,2008,LTU,3224384.0,66724208640.0,1.456,97.133,13.09,30124.529,1.54,68.023,2.431,2.503,Década 2000
Lithuania,2009,LTU,3180482.0,56833646592.0,1.584,90.034,14.37,28308.246,1.71,58.401,2.549,2.831,Década 2000
Lithuania,2010,LTU,3139021.0,57760002048.0,1.138,65.757,4.75,20948.318,2.06,62.644,3.113,4.735,Década 2010
Lithuania,2011,LTU,3099800.0,61248360448.0,1.118,68.498,3.99,22097.504,1.52,64.842,3.656,5.338,Década 2010
Lithuania,2012,LTU,3063340.0,63596855296.0,1.079,68.601,4.3,22394.059,1.65,64.557,4.044,5.895,Década 2010
Lithuania,2013,LTU,3028191.0,65826070528.0,0.963,63.406,3.98,20938.49,1.35,58.399,5.007,7.896,Década 2010
Lithuania,2014,LTU,2994928.0,68128043008.0,0.898,61.163,3.46,20422.297,1.11,56.131,5.032,8.228,Década 2010
Lithuania,2015,LTU,2963764.0,69339054080.0,0.922,63.925,4.0,21569.006,1.33,58.394,5.531,8.653,Década 2010
Lithuania,2016,LTU,2933676.0,70911025152.0,0.919,65.15,3.41,22207.523,0.83,58.657,6.493,9.966,Década 2010
Lithuania,2017,LTU,2904452.0,73923043328.0,0.929,68.647,3.35,23635.178,0.58,60.917,7.73,11.26,Década 2010
Lithuania,2018,LTU,2876128.0,76617523200.0,0.924,70.799,2.75,24616.006,0.45,63.582,7.216,10.193,Década 2010
Luxembourg,2000,LUX,435634.0,21906683904.0,1.698,37.204,0.4,85402.43,0.12,36.694,0.51,1.37,Década 2000
Luxembourg,2001,LUX,441254.0,22374428672.0,1.782,39.867,0.87,90348.625,0.36,39.367,0.499,1.252,Década 2000
Luxembourg,2002,LUX,445920.0,23139020800.0,1.883,43.582,2.8,97735.352,1.31,43.133,0.449,1.03,Década 2000
Luxembourg,2003,LUX,451351.0,23425226752.0,1.951,45.704,2.79,101260.219,1.31,45.285,0.419,0.917,Década 2000
Luxembourg,2004,LUX,457798.0,24177319936.0,2.142,51.78,3.37,113106.172,1.57,51.204,0.576,1.112,Década 2000
Luxembourg,2005,LUX,464868.0,24847697920.0,2.115,52.553,3.35,113049.227,1.55,51.939,0.614,1.168,Década 2000
Luxembourg,2006,LUX,472402.0,26033442816.0,1.983,51.627,3.54,109285.398,1.63,50.909,0.718,1.391,Década 2000
Luxembourg,2007,LUX,479877.0,28098930688.0,1.784,50.126,3.19,104455.211,1.46,48.843,1.282,2.558,Década 2000
Luxembourg,2008,LUX,488643.0,27632140288.0,1.801,49.761,2.72,101834.57,1.23,48.435,1.326,2.665,Década 2000
Luxembourg,2009,LUX,497876.0,26325504000.0,1.808,47.593,3.15,95591.977,1.44,46.341,1.252,2.63,Década 2000
Luxembourg,2010,LUX,507075.0,27499366400.0,1.822,50.116,3.24,98832.992,1.49,48.863,1.253,2.5,Década 2010
Luxembourg,2011,LUX,518207.0,28088633344.0,1.738,48.821,2.64,94211.609,1.21,47.574,1.247,2.554,Década 2010
Luxembourg,2012,LUX,530596.0,27989147648.0,1.713,47.953,2.76,90375.617,1.23,46.521,1.432,2.986,Década 2010
Luxembourg,2013,LUX,543068.0,29106192384.0,1.57,45.692,1.84,84137.461,0.76,44.019,1.673,3.662,Década 2010
Luxembourg,2014,LUX,556075.0,30743879680.0,1.44,44.274,1.91,79619.141,0.78,42.344,1.93,4.359,Década 2010
Luxembourg,2015,LUX,569415.0,31975024640.0,1.346,43.034,1.34,75576.625,0.49,40.87,2.165,5.03,Década 2010
Luxembourg,2016,LUX,583355.0,33357813760.0,1.273,42.459,0.79,72784.555,0.21,40.152,2.307,5.434,Década 2010
Luxembourg,2017,LUX,596290.0,33958649856.0,1.306,44.355,0.9,74384.773,0.22,41.385,2.97,6.696,Década 2010
Luxembourg,2018,LUX,607920.0,35015057408.0,1.326,46.431,0.96,76376.742,0.22,43.115,3.316,7.141,Década 2010
Malaysia,2000,MYS,22945152.0,305415979008.0,2.001,611.257,70.47,26639.928,33.07,588.754,22.504,3.682,Década 2000
Malaysia,2001,MYS,23542522.0,309255241728.0,2.024,625.815,76.35,26582.326,37.2,606.162,19.653,3.14,Década 2000
Malaysia,2002,MYS,24142448.0,328308785152.0,2.008,659.175,80.59,27303.566,41.11,642.078,17.096,2.594,Década 2000
Malaysia,2003,MYS,24739420.0,349844013056.0,2.041,714.156,82.76,28867.148,43.22,698.065,16.091,2.253,Década 2000
Malaysia,2004,MYS,25333250.0,376296144896.0,2.051,771.64,95.45,30459.574,52.07,753.741,17.899,2.32,Década 2000
Malaysia,2005,MYS,25923540.0,397908672512.0,2.099,835.079,98.39,32213.139,54.15,815.987,19.092,2.286,Década 2000
Malaysia,2006,MYS,26509416.0,423206289408.0,1.994,843.833,103.25,31831.441,56.75,823.778,20.055,2.377,Década 2000
Malaysia,2007,MYS,27092604.0,453156765696.0,1.986,900.057,108.24,33221.488,60.82,880.427,19.629,2.181,Década 2000
Malaysia,2008,MYS,27664304.0,478516183040.0,1.949,932.623,113.62,33712.133,62.59,907.648,24.975,2.678,Década 2000
Malaysia,2009,MYS,28217208.0,474711556096.0,1.902,903.049,115.94,32003.473,66.22,879.308,23.741,2.629,Década 2000
Malaysia,2010,MYS,28717728.0,514171994112.0,1.815,932.974,124.78,32487.746,74.69,911.236,21.738,2.33,Década 2010
Malaysia,2011,MYS,29184140.0,545368309760.0,1.74,949.202,127.03,32524.594,77.32,921.792,27.411,2.888,Década 2010
Malaysia,2012,MYS,29660216.0,575191121920.0,1.805,1038.408,133.99,35010.121,80.7,1006.893,31.515,3.035,Década 2010
Malaysia,2013,MYS,30134806.0,602189201408.0,1.805,1086.738,140.9,36062.543,81.53,1048.489,38.249,3.52,Década 2010
Malaysia,2014,MYS,30606454.0,638408589312.0,1.719,1097.615,147.47,35862.223,84.89,1055.032,42.583,3.88,Década 2010
Malaysia,2015,MYS,31068834.0,670135287808.0,1.663,1114.688,150.11,35878.008,88.06,1069.537,45.151,4.051,Década 2010
Malaysia,2016,MYS,31526414.0,698530070528.0,1.679,1172.769,156.65,37199.578,90.15,1111.387,61.382,5.234,Década 2010
Malaysia,2017,MYS,31975812.0,738639609856.0,1.609,1188.313,160.64,37162.887,88.93,1109.144,79.17,6.662,Década 2010
Malaysia,2018,MYS,32399270.0,773658509312.0,1.563,1209.563,170.58,37333.031,96.38,1128.862,80.701,6.672,Década 2010
Mexico,2000,MEX,97873448.0,1241194692608.0,1.364,1693.276,194.12,17300.662,96.07,1552.956,116.992,6.909,Década 2000
Mexico,2001,MEX,99394288.0,1251502718976.0,1.342,1679.593,201.17,16898.289,102.37,1552.589,102.405,6.097,Década 2000
Mexico,2002,MEX,100917080.0,1275458093056.0,1.349,1720.058,204.74,17044.275,103.56,1601.973,90.787,5.278,Década 2000
Mexico,2003,MEX,102429344.0,1306677477376.0,1.332,1740.948,202.54,16996.574,102.92,1633.6,78.122,4.487,Década 2000
Mexico,2004,MEX,103945816.0,1373060333568.0,1.342,1843.091,220.58,17731.264,108.93,1723.788,93.88,5.094,Década 2000
Mexico,2005,MEX,105442400.0,1427076808704.0,1.415,2019.614,231.37,19153.719,114.69,1886.799,103.126,5.106,Década 2000
Mexico,2006,MEX,106886792.0,1510627082240.0,1.357,2049.177,236.79,19171.469,111.94,1910.914,108.593,5.299,Década 2000
Mexico,2007,MEX,108302976.0,1572355440640.0,1.316,2068.458,243.92,19098.814,116.0,1938.41,101.773,4.92,Década 2000
Mexico,2008,MEX,109684496.0,1607400947712.0,1.34,2153.523,247.09,19633.797,109.65,1993.404,133.683,6.208,Década 2000
Mexico,2009,MEX,111049424.0,1543872708608.0,1.371,2117.228,245.45,19065.637,115.97,1991.019,98.068,4.632,Década 2000
Mexico,2010,MEX,112532400.0,1637760630784.0,1.297,2123.579,264.41,18870.824,123.17,1979.88,128.041,6.029,Década 2010
Mexico,2011,MEX,114150480.0,1716060815360.0,1.294,2219.981,280.24,19447.846,130.65,2067.558,125.715,5.663,Década 2010
Mexico,2012,MEX,115755912.0,1785373786112.0,1.255,2239.852,284.75,19349.783,136.47,2099.47,117.308,5.237,Década 2010
Mexico,2013,MEX,117290680.0,1810561761280.0,1.238,2241.271,287.28,19108.689,135.32,2101.287,109.124,4.869,Década 2010
Mexico,2014,MEX,118755888.0,1851266170880.0,1.203,2227.508,290.19,18757.031,129.07,2057.915,144.436,6.484,Década 2010
Mexico,2015,MEX,120149896.0,1899585208320.0,1.16,2202.979,297.88,18335.252,134.13,2043.285,129.777,5.891,Década 2010
Mexico,2016,MEX,121519224.0,1923887267840.0,1.171,2252.842,303.02,18538.975,137.26,2092.532,133.164,5.911,Década 2010
Mexico,2017,MEX,122839256.0,1964635193344.0,1.169,2295.823,309.14,18689.648,138.87,2127.615,140.415,6.116,Década 2010
Mexico,2018,MEX,124013864.0,2006599729152.0,1.129,2265.69,332.02,18269.648,147.18,2081.49,149.786,6.611,Década 2010
Morocco,2000,MAR,28554420.0,136310685696.0,0.862,117.463,12.13,4113.667,8.92,115.151,2.312,1.969,Década 2000
Morocco,2001,MAR,28930100.0,146279415808.0,0.868,126.905,14.2,4386.623,10.38,123.768,3.138,2.473,Década 2000
Morocco,2002,MAR,29301820.0,150893953024.0,0.862,130.092,15.16,4439.724,11.15,127.068,3.024,2.324,Década 2000
Morocco,2003,MAR,29661272.0,159964561408.0,0.815,130.45,16.48,4397.996,11.73,125.681,4.77,3.656,Década 2000
Morocco,2004,MAR,30033124.0,167760838656.0,0.886,148.563,17.5,4946.639,12.42,143.404,5.159,3.473,Década 2000
Morocco,2005,MAR,30431898.0,173624639488.0,0.929,161.334,18.77,5301.474,13.16,157.981,3.353,2.079,Década 2000
Morocco,2006,MAR,30833024.0,187290255360.0,0.879,164.665,19.27,5340.532,13.54,161.348,3.317,2.015,Década 2000
Morocco,2007,MAR,31232634.0,194460172288.0,0.839,163.228,19.34,5226.211,13.57,159.889,3.339,2.046,Década 2000
Morocco,2008,MAR,31634996.0,206522777600.0,0.872,180.131,19.64,5694.036,13.76,176.719,3.412,1.894,Década 2000
Morocco,2009,MAR,32042880.0,215877484544.0,0.814,175.79,20.02,5486.076,12.79,167.525,8.265,4.702,Década 2000
Morocco,2010,MAR,32464866.0,224738361344.0,0.867,194.956,23.64,6005.15,13.97,183.502,11.454,5.875,Década 2010
Morocco,2011,MAR,32903708.0,237165936640.0,0.863,204.747,24.99,6222.626,15.9,197.305,7.442,3.635,Década 2010
Morocco,2012,MAR,33352166.0,244646084608.0,0.852,208.422,27.39,6249.124,17.79,201.953,6.469,3.104,Década 2010
Morocco,2013,MAR,33803528.0,256075628544.0,0.836,213.979,26.78,6330.083,16.13,203.077,10.902,5.095,Década 2010
Morocco,2014,MAR,34248608.0,262911197184.0,0.825,217.025,27.74,6336.756,17.64,207.377,9.648,4.446,Década 2010
Morocco,2015,MAR,34680456.0,275091619840.0,0.803,220.859,29.54,6368.394,18.37,208.983,11.876,5.377,Década 2010
Morocco,2016,MAR,35107272.0,279436951552.0,0.799,223.324,30.48,6361.196,18.85,210.856,12.468,5.583,Década 2010
Morocco,2017,MAR,35528116.0,291271114752.0,0.803,233.801,31.55,6580.724,19.85,221.466,12.335,5.276,Década 2010
Morocco,2018,MAR,35927516.0,299980095488.0,0.806,241.814,34.23,6730.607,21.08,224.658,17.156,7.095,Década 2010
Netherlands,2000,NLD,15899138.0,603576139776.0,1.668,1006.819,89.39,63325.41,50.35,986.377,9.322,0.926,Década 2000
Netherlands,2001,NLD,15981630.0,619963809792.0,1.686,1045.557,93.43,65422.441,52.66,1024.024,10.334,0.988,Década 2000
Netherlands,2002,NLD,16057042.0,624206544896.0,1.676,1046.061,95.75,65146.559,53.74,1022.69,12.41,1.186,Década 2000
Netherlands,2003,NLD,16127574.0,629605990400.0,1.673,1053.076,96.6,65296.625,54.31,1029.642,12.253,1.164,Década 2000
Netherlands,2004,NLD,16196036.0,646099697664.0,1.685,1088.744,101.01,67222.883,55.56,1061.81,16.365,1.503,Década 2000
Netherlands,2005,NLD,16261834.0,663883939840.0,1.675,1112.242,99.68,68395.852,53.75,1078.145,23.113,2.078,Década 2000
Netherlands,2006,NLD,16325679.0,691219595264.0,1.576,1089.576,98.69,66740.0,53.13,1054.878,25.225,2.315,Década 2000
Netherlands,2007,NLD,16391232.0,720938008576.0,1.536,1107.524,105.0,67568.078,56.43,1069.354,26.774,2.417,Década 2000
Netherlands,2008,NLD,16460775.0,737432109056.0,1.484,1094.389,107.4,66484.648,56.38,1051.265,31.882,2.913,Década 2000
Netherlands,2009,NLD,16536200.0,713757491200.0,1.512,1079.291,113.56,65268.383,58.9,1030.883,37.023,3.43,Década 2000
Netherlands,2010,NLD,16617121.0,727959470080.0,1.608,1170.651,119.11,70448.461,61.36,1123.363,36.716,3.136,Década 2010
Netherlands,2011,NLD,16701470.0,744360837120.0,1.498,1115.092,113.81,66766.094,57.85,1063.291,40.84,3.662,Década 2010
Netherlands,2012,NLD,16785296.0,736497893376.0,1.488,1095.699,103.07,65277.332,53.47,1043.879,41.52,3.789,Década 2010
Netherlands,2013,NLD,16867352.0,735093129216.0,1.446,1062.885,101.5,63014.336,53.21,1015.559,39.766,3.741,Década 2010
Netherlands,2014,NLD,16954080.0,745517678592.0,1.363,1016.331,103.22,59946.082,55.25,967.208,38.487,3.787,Década 2010
Netherlands,2015,NLD,17041110.0,760077418496.0,1.361,1034.106,108.8,60683.023,60.16,980.515,43.053,4.163,Década 2010
Netherlands,2016,NLD,17124512.0,776582332416.0,1.344,1043.622,113.83,60943.148,61.3,988.384,45.064,4.318,Década 2010
Netherlands,2017,NLD,17207204.0,799187927040.0,1.316,1051.377,115.64,61101.004,59.32,989.999,52.69,5.011,Década 2010
